district,lat,lon,ndvi,ndbi,ndwi,surface_temp_c,elevation_m,slope_degrees,texture_contrast,texture_homogeneity,land_type,year
Nagpur,21.261592552101387,79.221988419545,0.888,-0.209,-0.255,22.74,358.4,2.13,0.529,0.701,forest,2010
Nagpur,21.145892335782236,78.69150047781328,0.716,-0.129,0.152,26.1,252.88,4.6,0.249,0.582,forest,2020
Nagpur,21.304929912623162,78.638775566079,-0.021,0.188,0.121,39.36,440.77,3.39,0.557,0.468,urban,2015
Nagpur,21.06247008320637,79.33206528088817,0.097,0.078,-0.272,44.49,191.35,3.11,0.508,0.718,urban,2020
Nagpur,21.211243499565345,79.0244893592937,0.243,0.086,-0.225,36.64,516.43,0.44,0.347,0.608,urban,2014
Nagpur,20.6661408310676,79.3128313368994,0.716,-0.421,-0.198,26.01,550.59,2.61,0.794,0.587,forest,2020
Nagpur,20.964076546119482,79.20933340684833,-0.479,-0.101,0.736,26.38,228.71,3.81,0.385,0.423,water,2019
Nagpur,21.103709406964718,79.15536454629587,-0.401,-0.162,0.706,27.81,526.36,2.47,0.114,0.572,water,2015
Nagpur,21.09176527040441,78.89680768163544,0.26,0.482,-0.056,41.93,141.9,1.61,0.687,0.459,urban,2020
Nagpur,20.70075345386863,78.76481369257412,0.143,0.011,-0.061,34.26,131.91,3.3,0.285,0.733,urban,2015
Nagpur,20.91235012045429,78.93307378369322,0.119,0.189,-0.468,32.09,594.03,6.59,0.392,0.482,urban,2020
Nagpur,21.56310314546405,79.04763874661838,0.76,-0.147,-0.371,28.72,160.78,2.15,0.13,0.284,forest,2016
Nagpur,21.51555924956769,79.38511156574263,-0.069,0.476,0.115,41.81,566.74,2.2,0.769,0.614,urban,2021
Thane,19.109632836466194,73.4380281205835,-0.292,-0.19,0.431,26.63,10.79,9.35,0.333,0.512,water,2014
Thane,18.945426365591864,73.3664077474377,0.034,0.367,0.099,37.66,37.82,7.48,0.83,0.653,urban,2020
Thane,19.138982237040928,73.31094309286684,0.655,-0.27,0.082,23.51,78.45,5.96,0.815,0.303,forest,2023
Thane,19.37607840723818,73.05922239992906,-0.092,-0.033,0.193,35.65,97.55,1.83,0.389,0.652,urban,2021
Thane,19.18955071662353,72.50487058570313,0.712,-0.163,-0.336,25.54,15.55,5.96,0.3,0.4,forest,2021
Thane,19.499233179790494,73.4696076882785,-0.163,-0.226,-0.2,36.65,69.47,0.08,0.593,0.256,barren,2018
Thane,19.430548891844012,72.85398395479567,0.112,0.31,-0.334,37.69,85.61,1.67,0.312,0.467,urban,2020
Thane,18.839315716748647,73.40808478313413,0.271,-0.043,-0.24,41.22,22.6,6.56,0.231,0.234,urban,2015
Thane,18.76465326943428,73.02776966900369,0.121,0.378,-0.267,39.7,49.5,9.46,0.698,0.638,urban,2014
Thane,19.276576524403914,73.33946271895657,0.087,0.457,-0.32,35.51,41.13,2.43,0.203,0.714,urban,2013
Thane,19.178963744710703,72.72985938654544,0.232,0.069,-0.117,33.08,91.53,4.04,0.415,0.382,urban,2022
Thane,18.93748434565233,73.15663924421438,0.05,0.38,0.084,35.95,46.9,8.74,0.142,0.733,urban,2013
Thane,19.521229841374275,72.87773848249394,0.033,-0.279,0.102,29.02,34.7,5.38,0.749,0.33,barren,2012
Thane,19.122955417904667,72.90714799397212,-0.024,0.355,-0.436,38.69,6.39,3.56,0.581,0.534,urban,2023
Thane,19.256137823149306,73.25881799570652,0.591,-0.318,0.167,28.8,14.52,0.3,0.847,0.516,forest,2018
Thane,19.013677003840616,72.49948884667508,0.626,-0.307,0.178,27.38,15.37,1.33,0.263,0.66,forest,2023
Thane,19.175194554982426,72.8889999049918,0.878,-0.432,-0.493,23.9,23.5,4.22,0.836,0.728,forest,2018
Thane,18.736734209700742,72.62605473877397,0.122,0.046,-0.463,44.21,18.67,1.98,0.478,0.495,urban,2015
Thane,19.207572225897607,73.22482160168406,-0.273,-0.227,0.414,27.38,55.73,8.89,0.361,0.28,water,2019
Thane,19.17223296174299,72.88603537105429,-0.056,0.155,-0.488,32.44,48.3,2.98,0.776,0.561,urban,2016
Thane,19.379740838450775,73.32602416227842,0.099,-0.076,0.125,44.98,18.15,1.2,0.215,0.597,urban,2012
Thane,19.36224230533591,73.09095477396336,0.801,-0.32,-0.071,27.51,51.27,4.76,0.616,0.534,forest,2022
Thane,19.30895522660864,73.4501489647757,0.188,0.286,-0.136,40.86,44.95,2.42,0.101,0.536,urban,2012
Thane,19.189536687291646,73.3544521130272,0.645,-0.342,-0.359,22.56,77.28,2.5,0.587,0.613,forest,2010
Thane,19.69055980174171,73.03661615316082,0.078,0.071,0.127,43.2,16.4,0.26,0.172,0.372,urban,2020
Thane,19.507738398815455,72.65745335926455,0.649,-0.145,-0.183,24.52,94.12,8.5,0.775,0.507,forest,2017
Thane,19.34977356713275,72.56376419404697,0.129,0.49,-0.296,42.33,49.05,0.4,0.71,0.301,urban,2022
Thane,19.193027785270484,72.58812124299148,0.879,-0.383,-0.341,23.03,94.6,7.12,0.693,0.5,forest,2017
Thane,18.90763375349707,72.68962051774423,0.124,0.048,0.184,42.36,41.3,1.51,0.728,0.273,urban,2013
Thane,19.66552702734671,73.43225372711917,0.123,0.372,-0.28,33.1,46.45,7.48,0.277,0.332,urban,2022
Thane,19.442308792161555,72.66406322405813,0.896,-0.177,-0.368,23.7,34.02,3.18,0.865,0.673,forest,2023
Thane,18.813232009565617,72.79695180893658,0.264,0.397,-0.385,43.33,27.22,0.81,0.625,0.592,urban,2020
Thane,18.91105432188704,73.0528556906554,0.096,-0.229,0.665,25.7,7.88,2.77,0.299,0.341,water,2017
Thane,19.508892128650412,72.96821147663645,0.031,0.392,-0.371,38.04,1.37,4.82,0.145,0.787,urban,2014
Thane,19.59762342486972,73.41578210215947,0.535,-0.263,0.031,23.53,56.82,8.14,0.715,0.682,forest,2018
Thane,18.980615850165535,72.70062978249888,0.062,0.241,0.053,41.06,99.55,0.14,0.384,0.369,urban,2012
Thane,19.594785613087364,73.33023956385448,0.784,-0.466,0.019,27.55,25.08,2.53,0.603,0.657,forest,2022
Thane,19.516482989574843,72.60530411933777,0.286,0.249,0.136,42.51,89.47,0.12,0.873,0.484,urban,2023
Thane,19.30733894060834,72.73235240261454,0.058,0.063,-0.296,33.6,80.58,0.09,0.35,0.305,urban,2020
Thane,19.317290090631026,72.71964281271597,0.004,0.193,-0.043,33.58,17.55,2.47,0.879,0.438,urban,2015
Thane,19.113946821196713,73.1026586359174,0.096,-0.056,-0.476,38.09,39.87,1.37,0.65,0.796,urban,2011
Thane,19.144580906254536,72.60911455443362,0.885,-0.167,-0.176,27.9,12.81,5.12,0.323,0.297,forest,2018
Thane,19.00403142856578,73.34755911653788,0.78,-0.318,-0.128,23.17,13.98,5.83,0.888,0.258,forest,2014
Thane,19.442095230174786,73.14782300783115,-0.071,0.426,-0.133,37.31,30.97,2.97,0.345,0.731,urban,2012
Thane,19.12045047619493,72.54472208736746,0.219,0.054,-0.067,37.98,78.24,3.09,0.615,0.729,urban,2018
Thane,18.971806188925015,73.3970793255004,0.106,0.108,-0.029,44.36,48.56,4.66,0.624,0.262,urban,2016
Thane,19.271246893577892,73.1746390223879,0.168,-0.092,-0.357,40.88,76.44,8.4,0.334,0.759,urban,2013
Thane,19.234036188374045,72.85509323536664,0.739,-0.451,0.174,22.98,25.49,8.14,0.595,0.703,forest,2015
Thane,19.191839646898888,73.22466667380338,0.053,-0.485,0.728,25.85,84.87,1.39,0.564,0.733,water,2016
Thane,19.27624874143448,72.66304533721173,0.222,0.342,0.148,37.81,17.31,0.48,0.297,0.286,urban,2018
Thane,19.33459179025446,72.66156425396885,-0.084,-0.078,0.082,39.69,35.81,8.94,0.156,0.788,urban,2016
Thane,18.957028811911144,73.3957331909217,0.072,-0.195,-0.199,36.62,15.07,2.79,0.175,0.327,barren,2015
Thane,19.681502640971416,73.18537072594445,-0.069,0.156,-0.127,43.68,99.77,7.53,0.877,0.672,urban,2015
Thane,19.487531203541437,73.20082727804463,-0.452,-0.339,0.623,26.81,27.34,5.77,0.847,0.221,water,2023
Thane,19.50801200921055,72.67336693519105,0.886,-0.128,0.034,26.16,20.43,5.45,0.712,0.737,forest,2015
Thane,19.678236571798884,72.85718672304886,0.74,-0.367,-0.494,23.6,11.32,8.43,0.307,0.371,forest,2012
Thane,19.580317716130015,72.90243813979627,-0.096,0.07,-0.416,33.34,7.75,5.93,0.251,0.417,urban,2023
Thane,19.50871525031921,73.39437083734353,0.266,0.199,-0.221,41.76,7.32,0.89,0.622,0.492,urban,2023
Thane,18.98377322499765,72.68684253342839,0.055,0.258,-0.15,44.76,83.11,9.12,0.303,0.664,urban,2021
Thane,19.30381404248108,72.82619554750787,0.278,-0.088,0.176,33.94,81.94,2.76,0.381,0.33,urban,2019
Thane,19.292669724239012,73.2464649926926,0.163,-0.091,-0.455,33.3,41.9,8.15,0.811,0.347,urban,2011
Thane,18.907996364850128,72.81595388569531,0.016,0.145,-0.133,33.75,2.6,1.53,0.601,0.244,urban,2013
Thane,18.941798754354643,73.32530948757339,0.531,-0.423,0.138,22.15,65.34,3.84,0.638,0.553,forest,2018
Thane,19.473753809325256,73.35839126301343,-0.205,-0.171,0.503,31.88,77.05,9.66,0.511,0.484,water,2019
Thane,18.864390699773086,73.11050089513519,0.286,0.095,0.059,34.74,54.56,1.8,0.378,0.759,urban,2011
Thane,18.905211964790574,72.93303507179745,0.737,-0.452,-0.272,26.5,18.72,8.01,0.878,0.329,forest,2013
Thane,19.41290761162673,73.19727192284212,0.199,0.069,-0.486,39.04,95.66,3.91,0.436,0.781,urban,2010
Thane,19.50128464957603,72.7748062891699,0.125,0.485,-0.018,43.64,69.94,7.35,0.332,0.382,urban,2020
Thane,19.00079883684734,72.80156733473049,0.725,-0.4,0.072,22.88,82.94,6.03,0.25,0.525,forest,2017
Thane,19.39205064625886,73.20733550946836,0.041,-0.062,0.19,32.41,66.25,3.71,0.617,0.414,urban,2023
Thane,19.423124165390714,72.78694380914246,-0.086,-0.454,0.628,26.24,2.88,4.15,0.447,0.48,water,2019
Thane,19.229624543661124,73.11444812526706,0.026,-0.064,-0.019,39.38,34.94,7.05,0.53,0.482,urban,2020
Thane,19.474902498293854,73.31058947441944,0.164,0.073,-0.401,34.04,63.94,8.73,0.428,0.302,urban,2013
Thane,19.214664372466306,72.95080689863629,0.852,-0.257,0.103,22.12,10.72,0.93,0.67,0.242,forest,2014
Thane,19.650567838838167,73.35439664049149,0.024,0.422,-0.381,36.58,77.42,0.3,0.638,0.69,urban,2019
Thane,19.280198103001425,72.91148084811493,0.028,0.252,-0.446,35.35,9.42,3.15,0.8,0.408,urban,2019
Thane,18.817052968681686,72.54769184739631,0.084,0.482,-0.293,40.16,42.01,0.61,0.491,0.688,urban,2020
Thane,19.531562301350654,73.12081715474555,0.361,-0.194,0.007,33.65,46.82,8.88,0.713,0.687,agricultural,2018
Thane,19.107095118961404,72.59720005760936,-0.017,-0.154,0.148,28.24,5.16,9.59,0.322,0.724,barren,2011
Thane,19.240115701383253,73.01753435548794,-0.452,-0.437,0.425,27.91,70.15,9.86,0.453,0.511,water,2018
Thane,19.646906329577018,73.4539933378959,0.107,-0.095,-0.499,33.27,10.16,7.05,0.264,0.737,urban,2018
Thane,19.47697388468678,72.57567916957626,0.276,0.063,-0.143,34.28,80.62,8.88,0.781,0.46,urban,2016
Thane,19.535427282170144,73.39409200136207,-0.476,-0.199,0.513,31.96,9.73,8.56,0.484,0.696,water,2010
Thane,19.447986805794304,72.68752838613894,0.419,-0.12,-0.394,28.82,43.16,8.28,0.479,0.698,agricultural,2015
Thane,18.911234436292794,72.68198647546052,0.28,-0.064,0.129,35.96,50.01,4.22,0.237,0.415,urban,2010
Thane,19.16775919318374,73.16743882220008,-0.025,0.193,0.059,39.4,89.32,6.37,0.651,0.601,urban,2011
Thane,19.498526916617894,73.23397415117839,-0.072,0.416,0.044,35.19,76.8,0.13,0.274,0.239,urban,2021
Thane,19.1940968149946,73.1316651526811,0.625,-0.498,-0.149,35.05,15.54,6.5,0.167,0.309,agricultural,2011
Thane,19.494273908749886,73.19736850594862,0.558,-0.426,-0.357,23.91,22.66,3.95,0.623,0.463,forest,2021
Thane,19.705203666435256,73.36503239631718,0.551,-0.48,0.115,22.64,14.83,0.22,0.603,0.549,forest,2012
Thane,19.024968630313115,73.43967897103892,0.064,0.123,-0.292,33.98,13.81,1.32,0.191,0.344,urban,2018
Thane,19.705110681798754,72.52300949650873,0.131,0.493,-0.239,37.95,32.46,1.83,0.215,0.767,urban,2020
Thane,18.812612651462747,72.90622805071014,-0.04,0.154,-0.37,36.73,12.91,4.57,0.317,0.411,urban,2022
Thane,18.793944680657347,72.9409306571988,0.693,-0.368,0.114,36.43,95.21,7.9,0.628,0.714,agricultural,2021
Thane,19.64253770081413,73.30313891062336,0.296,0.362,0.173,42.14,87.49,7.07,0.708,0.514,urban,2012
Thane,19.547823165500755,73.31462019444757,0.838,-0.231,-0.287,22.29,93.57,5.86,0.339,0.289,forest,2011
Thane,19.222374946840088,73.00478935892635,0.826,-0.242,-0.244,24.43,0.86,8.34,0.17,0.578,forest,2017
Thane,19.247863093648338,72.50713878265977,0.271,-0.081,0.041,32.68,3.82,4.3,0.15,0.673,urban,2013
Thane,19.331352025869478,73.10637945906521,-0.084,0.268,0.064,37.69,55.46,8.0,0.588,0.335,urban,2013
Thane,19.098875941378108,73.24747914646316,-0.06,-0.252,0.785,25.58,95.11,5.38,0.638,0.26,water,2015
Thane,19.63772960055841,72.83164822256346,-0.076,-0.484,0.573,24.71,99.59,8.97,0.117,0.715,water,2018
Thane,19.066997895361634,72.87824955390585,0.188,0.165,-0.041,36.42,32.26,4.24,0.216,0.699,urban,2023
Thane,19.0906662982286,72.8496731085162,0.258,0.198,-0.119,44.43,88.67,1.69,0.479,0.783,urban,2014
Thane,19.70373738436966,72.8185506955436,-0.022,-0.031,0.018,42.01,96.9,7.73,0.295,0.224,urban,2020
Thane,19.108815697684392,73.0021724465067,0.025,0.444,-0.09,34.79,88.91,9.93,0.169,0.717,urban,2015
Thane,18.791684016652006,72.88332578292933,0.049,-0.111,0.431,25.7,8.05,5.62,0.111,0.447,water,2010
Thane,19.43397377685534,72.8688025506881,-0.476,-0.166,0.405,26.63,87.0,7.46,0.275,0.243,water,2015
Thane,18.751135429083877,72.94650954502436,0.206,0.167,-0.258,37.87,74.86,9.02,0.14,0.514,urban,2022
Thane,19.112470454583505,72.64820688201208,0.254,0.117,0.153,40.2,93.42,7.57,0.183,0.339,urban,2016
Thane,19.214329894253545,72.82583978229593,0.698,-0.311,0.169,25.47,78.56,9.42,0.802,0.325,forest,2016
Thane,19.492361706946117,72.62926195818822,0.06,0.116,0.078,37.88,52.37,9.82,0.148,0.493,urban,2012
Thane,19.13493185011941,72.8317378631401,0.145,0.044,0.107,36.25,32.91,5.98,0.247,0.371,urban,2017
Thane,18.975306232222433,72.88519195615802,0.11,0.26,-0.103,40.5,30.77,1.26,0.709,0.71,urban,2022
Thane,19.169515313278396,72.62718974876825,0.099,0.22,-0.038,32.54,72.15,0.62,0.475,0.697,urban,2022
Thane,19.060395005759425,72.81338831707947,0.294,0.434,0.04,37.35,18.38,9.41,0.526,0.711,urban,2016
Thane,19.497636265319485,72.83304196448924,0.294,0.213,-0.402,34.86,48.19,0.42,0.47,0.451,urban,2019
Thane,19.20304135739969,73.31312996126684,0.193,-0.428,-0.086,28.9,73.39,9.95,0.755,0.533,barren,2012
Thane,19.48623755161801,73.33102435817845,0.274,0.494,-0.222,44.88,15.59,2.54,0.171,0.363,urban,2015
Thane,19.254235993129072,73.36332898421117,0.212,0.279,-0.14,41.21,39.08,8.41,0.642,0.619,urban,2015
Thane,19.18267032018204,72.99422458420248,0.401,-0.348,0.044,32.93,88.92,3.46,0.395,0.733,agricultural,2014
Thane,19.320932921285635,72.66263505073664,0.033,0.066,-0.041,33.56,87.93,7.79,0.253,0.616,urban,2021
Thane,19.505290083384825,72.81236337477921,0.009,0.145,-0.011,40.3,53.22,7.68,0.706,0.571,urban,2021
Thane,19.194093791734733,73.31421280492769,0.252,0.269,0.076,39.1,21.84,5.42,0.397,0.618,urban,2017
Thane,18.855403188074327,73.01657597666271,0.171,0.311,-0.348,44.8,84.17,7.89,0.364,0.521,urban,2023
Thane,18.889054550996196,72.51480798280463,-0.412,-0.279,0.624,27.12,49.85,8.76,0.187,0.675,water,2019
Thane,19.507679633461922,72.64620254980518,-0.126,-0.194,-0.216,36.73,52.47,0.22,0.673,0.266,barren,2014
Thane,18.91104350721237,72.78060396035141,0.438,-0.195,0.168,31.71,82.94,1.91,0.746,0.594,agricultural,2022
Thane,19.632508789680813,72.98410533476694,-0.421,-0.347,0.402,29.15,99.45,0.12,0.533,0.544,water,2011
Thane,19.251902401525427,72.61239696439519,0.517,-0.311,-0.312,28.56,40.87,0.53,0.54,0.384,agricultural,2016
Thane,19.633816728716695,73.33061063628921,0.273,0.437,-0.367,36.46,61.35,0.96,0.384,0.351,urban,2022
Thane,19.259734476609843,72.49656590489323,0.732,-0.292,0.152,29.46,96.93,1.25,0.228,0.606,forest,2012
Thane,18.83169832734491,72.91182706264601,-0.463,-0.145,0.734,26.86,89.11,5.94,0.745,0.456,water,2012
Thane,19.158120737833244,73.24999214632525,0.683,-0.28,-0.426,29.93,24.41,1.99,0.521,0.522,forest,2020
Thane,19.64452745020583,72.83125440228254,0.707,-0.256,0.007,22.2,57.06,8.84,0.114,0.443,forest,2010
Thane,19.554106369617834,73.21665949811579,0.083,0.489,-0.36,32.85,85.94,8.68,0.478,0.509,urban,2013
Thane,19.1629055992361,73.2529498465341,0.606,-0.493,-0.164,28.87,89.58,9.56,0.804,0.548,forest,2015
Thane,18.9289879170303,73.31503884480995,0.196,0.223,-0.439,44.04,45.56,3.63,0.604,0.604,urban,2019
Thane,18.789476798863674,73.03580476190668,0.016,0.012,-0.216,41.5,96.55,8.09,0.852,0.284,urban,2012
Thane,19.308393399488008,72.92138598607924,0.416,-0.169,-0.03,37.71,25.48,4.86,0.501,0.344,agricultural,2015
Thane,19.111748153223637,72.60995198964339,0.079,0.118,-0.488,38.79,33.52,0.01,0.346,0.367,urban,2022
Thane,19.419899349899595,72.91270236871799,0.103,0.315,-0.059,42.45,45.2,5.19,0.748,0.457,urban,2012
Thane,19.516470802617846,73.2647130612179,0.067,0.356,-0.378,36.4,22.42,3.59,0.284,0.548,urban,2016
Thane,19.186624307368554,73.3399281308246,0.046,0.493,-0.084,37.19,83.55,7.3,0.699,0.318,urban,2014
Thane,19.450267838352712,72.520937321189,0.102,0.31,-0.088,42.95,28.46,5.75,0.199,0.614,urban,2011
Thane,19.492515558166357,73.08512865438455,0.17,0.149,-0.413,37.46,19.42,4.16,0.407,0.643,urban,2012
Thane,19.138138782355075,73.36781372012439,-0.091,0.459,-0.02,32.44,81.88,2.0,0.563,0.48,urban,2016
Thane,18.793777914424027,72.54670098489514,-0.238,-0.47,0.773,31.36,68.44,4.68,0.174,0.674,water,2011
Thane,19.43378417977439,73.28702730721778,0.115,-0.004,-0.495,37.5,13.72,1.61,0.162,0.323,urban,2014
Thane,19.11042785498679,72.59642407300313,0.681,-0.297,-0.477,22.55,25.76,5.44,0.692,0.563,forest,2013
Thane,19.22980836476564,72.74377846550283,0.112,-0.354,0.015,33.13,73.87,9.07,0.837,0.521,barren,2014
Thane,18.789950614231483,73.42160353563324,0.674,-0.317,-0.411,32.33,12.71,5.03,0.549,0.403,agricultural,2017
Thane,18.855852111475137,73.47636897620407,0.209,0.403,-0.243,41.89,48.54,2.01,0.2,0.407,urban,2012
Thane,19.309642589798642,73.19373923606696,0.52,-0.324,-0.184,24.41,57.14,1.5,0.727,0.399,forest,2017
Thane,19.10315626249305,73.25421659841349,0.256,0.401,-0.074,37.05,50.32,7.69,0.802,0.262,urban,2021
Thane,18.760649747476414,73.03691723491832,0.073,0.099,-0.212,39.84,99.98,4.93,0.267,0.298,urban,2011
Thane,19.4791016717561,72.93082542662994,0.718,-0.418,-0.013,27.93,25.91,3.44,0.892,0.425,forest,2023
Thane,19.476605713513294,73.12898348512387,0.117,-0.192,-0.033,36.55,93.92,5.8,0.29,0.439,barren,2020
Thane,18.903880236783554,72.69742818403091,-0.029,-0.069,-0.022,35.26,49.97,7.47,0.55,0.25,urban,2011
Thane,19.58564550470211,73.32685246666884,0.003,0.239,-0.147,34.64,6.76,1.71,0.888,0.481,urban,2014
Thane,18.818236906568618,73.35928923689431,-0.193,-0.217,0.396,29.51,27.24,8.32,0.167,0.664,water,2023
Thane,19.327381655021014,73.28541430076905,0.022,0.293,-0.159,36.76,64.54,9.48,0.133,0.751,urban,2021
Thane,19.435276901063876,73.0607009367845,-0.27,-0.311,0.734,27.32,53.47,0.2,0.227,0.585,water,2020
Thane,19.190067151149822,73.22196214488599,-0.043,0.167,-0.251,38.44,87.03,7.76,0.167,0.734,urban,2015
Thane,18.81831809002432,73.17001002661956,-0.044,0.302,-0.335,37.7,1.69,1.52,0.174,0.344,urban,2011
Thane,19.650088543051172,73.00108730819171,-0.188,-0.253,-0.402,37.45,93.31,2.26,0.592,0.217,barren,2022
Thane,18.963239045693655,72.57824328773835,-0.083,0.105,-0.446,37.11,66.99,4.7,0.407,0.271,urban,2022
Thane,19.31115200489222,72.96936762849,0.223,-0.019,-0.083,36.46,22.6,6.39,0.466,0.44,urban,2015
Thane,19.58448891526558,73.36090567918848,0.021,0.235,-0.031,32.35,46.59,0.58,0.249,0.536,urban,2015
Thane,18.934984243989003,73.30528671424531,-0.072,0.151,-0.092,33.91,76.54,7.44,0.823,0.205,urban,2018
Thane,18.909593174202108,72.75142958312466,0.168,0.437,-0.46,39.76,56.9,0.36,0.511,0.566,urban,2011
Thane,19.489028615306566,72.5884347738252,0.156,0.181,0.101,36.45,26.67,9.85,0.829,0.217,urban,2016
Thane,19.417227660945215,73.4775590671864,-0.189,-0.391,-0.311,36.19,71.07,9.82,0.669,0.451,barren,2021
Thane,19.222229007724245,73.15865484764448,0.184,0.357,0.157,33.48,70.48,8.51,0.864,0.327,urban,2016
Thane,19.016888756288292,72.63706509402263,0.599,-0.26,-0.32,24.67,44.15,5.29,0.459,0.496,forest,2023
Thane,19.66979943922735,73.19241797061036,-0.081,0.018,-0.093,42.22,16.92,1.09,0.699,0.383,urban,2012
Thane,18.728867122774442,73.1516165274721,-0.069,-0.384,-0.133,28.79,11.77,1.76,0.72,0.508,barren,2020
Thane,18.96684931075118,72.85680635756538,0.069,0.207,-0.35,39.17,97.92,0.73,0.327,0.346,urban,2017
Thane,19.206519359199238,72.87931482771133,0.627,-0.135,-0.358,33.43,63.69,5.22,0.447,0.315,agricultural,2015
Thane,19.24481561652163,73.01752651457623,0.218,0.358,-0.406,33.15,90.82,5.36,0.786,0.235,urban,2023
Thane,18.724241755844353,72.52580834145387,0.844,-0.461,-0.332,25.25,86.58,9.39,0.894,0.776,forest,2020
Thane,18.821843571952783,72.93591365008463,-0.041,0.109,0.081,43.6,18.68,6.2,0.834,0.478,urban,2022
Thane,18.874160367587077,72.66733760254525,-0.05,-0.269,-0.193,28.17,99.4,5.44,0.479,0.773,barren,2016
Thane,19.359499633232147,73.40170266797791,0.223,0.056,0.059,35.53,3.32,5.17,0.257,0.655,urban,2023
Thane,19.354941035358728,72.77605742895835,0.213,0.008,0.06,40.34,66.9,8.32,0.559,0.48,urban,2011
Thane,19.0934763983131,72.96410344823822,-0.027,0.27,-0.336,33.04,0.06,6.08,0.39,0.651,urban,2014
Thane,19.25473039678949,73.22019259255825,0.063,0.29,-0.251,44.53,93.61,8.48,0.836,0.469,urban,2015
Thane,19.044135594845,73.26370179242302,-0.082,-0.144,0.658,31.98,34.85,8.33,0.658,0.615,water,2013
Thane,19.372138389816627,72.55418937134958,0.26,0.031,-0.062,37.1,98.95,4.79,0.283,0.429,urban,2018
Thane,18.88958263629215,73.31627592068574,-0.138,-0.128,0.725,24.54,99.34,6.99,0.23,0.207,water,2023
Thane,18.945331834282268,73.03149244022975,-0.091,0.04,0.03,39.62,78.27,7.46,0.14,0.736,urban,2013
Thane,19.243475789934223,73.31283795477697,0.158,0.001,0.183,38.35,5.76,9.37,0.569,0.62,urban,2018
Thane,19.43813031174995,73.31190930887286,-0.087,0.061,-0.171,33.0,70.59,3.94,0.318,0.202,urban,2020
Thane,19.099635817122284,73.24329020298103,0.058,0.239,-0.341,40.09,1.21,4.89,0.615,0.751,urban,2018
Thane,19.5614099565764,72.48870742337031,0.139,0.456,-0.221,36.15,88.71,0.49,0.209,0.249,urban,2020
